"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"427","Anthony Cirelli","T.B","C","79","1091.55","1119","1018","52.36","767","712","51.86","515","493","51.09","49","54","47.57","46.69","42.89","52.12","524","463","53.09","209","180","53.73","24","24","50.00","315","283","52.68","16","21","43.24","628","624","50.16","9","9","50.00","9.51","89.05","0.986","160","306","214","681","42.78","277","409","373","42.62"
"383","Vince Dunn","SEA","D","59","1113.7666666667","1213","1106","52.31","818","836","49.46","564","570","49.74","46","33","58.23","47.45","48.48","49.46","541","483","52.83","196","208","48.51","21","21","50.00","345","275","55.65","13","9","59.09","756","657","53.50","12","3","80.00","8.16","94.21","1.024","182","253","117","763","60.87","422","340","283","59.86"
"128","Jaden Schwartz","SEA","C","62","825.26666666667","811","740","52.29","560","557","50.13","376","384","49.47","29","30","49.15","33.83","32.08","51.33","370","322","53.47","148","135","52.30","12","19","38.71","222","187","54.28","7","9","43.75","473","493","48.96","10","2","83.33","7.71","92.19","0.999","161","151","133","630","54.76","265","208","262","50.28"
"6","Joe Pavelski","DAL","C","82","1085.3166666667","1145","1047","52.24","812","741","52.29","542","501","51.97","54","46","54.00","48.48","41.15","54.09","527","433","54.90","207","165","55.65","27","23","54.00","320","268","54.42","19","20","48.72","727","671","52.00","8","3","72.73","9.96","90.82","1.008","210","226","169","807","55.41","404","330","380","51.53"
"546","Casey Mittelstadt","BUF, COL","C","80","1136.8166666667","1111","1016","52.23","822","737","52.73","570","500","53.27","68","53","56.20","49.01","46.22","51.46","534","465","53.45","214","204","51.20","27","30","47.37","320","261","55.08","29","14","67.44","671","594","53.04","12","9","57.14","11.93","89.40","1.013","221","237","167","762","56.96","389","328","335","53.73"
"419","Joel Eriksson Ek","MIN","C","77","995.43333333333","1035","947","52.22","750","668","52.89","531","441","54.63","57","42","57.58","44.87","36.41","55.20","481","414","53.74","197","153","56.29","25","16","60.98","284","261","52.11","24","13","64.86","607","618","49.55","8","13","38.10","10.73","90.48","1.012","193","272","176","566","52.30","342","380","337","50.37"
"779","Jack Quinn","BUF","R","27","327.85","355","325","52.21","253","246","50.70","182","173","51.27","19","17","52.78","16.16","15.61","50.86","162","145","52.77","59","67","46.83","9","8","52.94","103","78","56.91","9","4","69.23","206","197","51.12","1","5","16.67","10.44","90.17","1.006","63","62","43","250","59.43","112","84","82","57.73"
"33","Jamie Benn","DAL","L","82","905.2","1022","936","52.20","719","656","52.29","494","451","52.28","40","36","52.63","48.21","38.06","55.88","491","403","54.92","200","157","56.02","23","19","54.76","291","246","54.19","12","10","54.55","630","576","52.24","5","7","41.67","8.10","92.02","1.001","191","203","167","770","53.35","352","301","332","51.46"
"613","Kiefer Sherwood","NSH","L","68","772.75","782","716","52.20","572","521","52.33","389","376","50.85","36","20","64.29","33.87","31.56","51.77","349","338","50.80","146","128","53.28","17","8","68.00","203","210","49.15","14","6","70.00","439","382","53.47","5","6","45.45","9.25","94.68","1.039","91","222","91","644","50.00","169","295","202","45.55"
"346","Brayden Point","T.B","C","81","1222.1166666667","1309","1200","52.17","947","874","52.00","650","636","50.54","70","75","48.28","59.76","58.06","50.72","661","594","52.67","270","242","52.73","40","37","51.95","391","352","52.62","19","24","44.19","744","625","54.35","11","13","45.83","10.77","88.21","0.990","240","215","120","891","66.67","438","321","266","62.22"
"638","Ty Dellandrea","DAL","C","42","445.3","433","397","52.17","309","274","53.00","218","189","53.56","18","27","40.00","18.44","14.93","55.27","202","176","53.44","80","70","53.33","5","16","23.81","122","106","53.51","7","7","50.00","233","248","48.44","6","4","60.00","8.26","85.71","0.940","50","86","69","379","42.02","116","129","136","46.03"
"816","Gage Goncalves","T.B","C","2","19.916666666667","12","11","52.17","8","5","61.54","4","4","50.00","0","0","-","0.47","0.26","64.08","8","2","80.00","2","1","66.67","0","0","-","6","1","85.71","0","0","-","3","8","27.27","0","0","-","0.00","100.00","1.000","3","5","1","19","75.00","3","6","4","42.86"
"518","Michael Eyssimont","T.B","C","81","912.75","913","838","52.14","617","587","51.25","417","410","50.42","34","27","55.74","34.24","37.25","47.90","408","396","50.75","164","156","51.25","22","10","68.75","244","240","50.41","8","10","44.44","499","479","51.02","4","7","36.36","8.15","93.41","1.016","123","270","134","747","47.86","199","354","252","44.12"
"378","Jonas Siegenthaler","N.J","D","57","949.88333333333","980","900","52.13","675","669","50.22","469","448","51.15","31","41","43.06","42.29","43.22","49.46","423","418","50.30","182","177","50.70","15","23","39.47","241","241","50.00","9","12","42.86","613","513","54.44","7","6","53.85","6.61","90.85","0.975","114","230","123","764","48.10","302","323","272","52.61"
"749","Valtteri Puustinen","PIT","R","52","533.08333333333","546","502","52.10","390","354","52.42","268","232","53.60","25","19","56.82","23.91","19.47","55.11","251","210","54.45","104","76","57.78","13","11","54.17","147","134","52.31","6","4","60.00","297","305","49.34","6","4","60.00","9.33","91.81","1.011","68","125","56","528","54.84","121","174","131","48.02"
"9","Evgeni Malkin","PIT","C","82","1150.5666666667","1219","1122","52.07","857","828","50.86","595","556","51.69","57","48","54.29","53.78","49.28","52.18","576","541","51.57","241","207","53.79","23","35","39.66","335","334","50.07","18","4","81.82","700","575","54.90","16","9","64.00","9.58","91.37","1.009","192","203","77","1013","71.38","376","339","221","62.98"
"80","Evander Kane","EDM","L","77","1108.1333333333","1161","1069","52.06","812","778","51.07","561","558","50.13","44","45","49.44","55.01","49.28","52.75","549","539","50.46","257","208","55.27","26","28","48.15","292","331","46.87","11","12","47.83","680","558","54.93","7","5","58.33","7.84","91.94","0.998","189","242","134","663","58.51","372","350","316","54.07"
"95","Marcus Foligno","MIN","L","55","635.33333333333","594","547","52.06","411","378","52.09","277","243","53.27","22","20","52.38","22.92","21.15","52.01","255","220","53.68","99","83","54.40","15","12","55.56","156","137","53.24","5","4","55.56","351","392","47.24","2","4","33.33","7.94","91.77","0.997","93","151","125","401","42.66","171","217","220","43.73"
"77","John Tavares","TOR","C","80","1107.9333333333","1208","1114","52.02","857","805","51.56","611","561","52.13","50","41","54.95","57.05","47.43","54.60","598","479","55.52","264","205","56.29","26","23","53.06","334","274","54.93","19","10","65.52","716","647","52.53","5","8","38.46","8.18","92.69","1.009","191","248","157","791","54.89","373","347","330","53.06"
"293","Rasmus Ristolainen","PHI","D","31","451.95","483","446","51.99","375","297","55.80","273","208","56.76","18","20","47.37","21.02","16.07","56.67","220","186","54.19","94","66","58.75","8","7","53.33","126","120","51.22","6","8","42.86","305","273","52.77","4","5","44.44","6.59","90.38","0.970","61","71","57","442","51.69","166","118","132","55.70"
"696","Peyton Krebs","BUF","C","80","903.81666666667","866","800","51.98","625","585","51.65","416","379","52.33","31","30","50.82","33.54","36.75","47.72","374","398","48.45","150","167","47.32","9","15","37.50","224","231","49.23","14","10","58.33","520","449","53.66","8","5","61.54","7.45","92.08","0.995","150","189","136","660","52.45","265","239","250","51.46"
"1","Ryan Suter","DAL","D","82","1403.8333333333","1417","1311","51.94","1018","966","51.31","674","658","50.60","61","54","53.04","60.97","52.22","53.86","649","578","52.89","275","229","54.56","32","33","49.23","374","349","51.73","20","15","57.14","854","820","51.02","9","6","60.00","9.05","91.79","1.008","166","275","178","1029","48.26","432","415","448","49.09"
"145","John Klingberg","TOR","D","14","228.15","245","227","51.91","172","165","51.04","116","114","50.43","9","14","39.13","9.6","13.25","42.02","100","123","44.84","41","61","40.20","5","10","33.33","59","62","48.76","2","2","50.00","166","97","63.12","2","2","50.00","7.76","87.72","0.955","37","36","18","217","67.27","81","50","42","65.85"
"401","Mathew Barzal","NYI","C","80","1270.2","1426","1321","51.91","1079","928","53.76","759","647","53.98","62","54","53.45","63.65","57.11","52.71","650","622","51.10","273","248","52.40","23","27","46.00","377","374","50.20","24","17","58.54","898","728","55.23","15","10","60.00","8.17","91.65","0.998","202","205","127","982","61.40","440","307","299","59.54"
